corpus	piece	TimeSig	KeySig	last_mc	last_mn	length_qb	last_mc_unfolded	last_mn_unfolded	length_qb_unfolded	volta_mcs	all_notes_qb	n_onsets	n_onset_positions	guitar_chord_count	form_label_count	label_count	annotated_key	harmony_version	annotators	reviewers	composed_start	composed_end	composer	workTitle	movementNumber	movementTitle	workNumber	poet	lyricist	arranger	copyright	creationDate	mscVersion	platform	source	translator	title_text	lyricist_text	composer_text	musescore	ms3_version	subdirectory	rel_path	has_drumset	ambitus	comments	originalFormat	staff_1_ambitus	staff_1_instrument	staff_2_ambitus	staff_2_instrument	staff_3_ambitus	staff_3_instrument	staff_4_ambitus	staff_4_instrument	composed_source	P86 (composer)	wikidata	musicbrainz	viaf	imslp	pdf	score_integrity	typesetter	subtitle_text	wdt:P86	sequencer	staff_5_ambitus	staff_5_instrument	staff_6_ambitus	staff_6_instrument	imslp.1	key	mode	electronic editor	electronic encoder	path	extension	annotator	reviewer	text	score integrity	PDF	librettist	sceneNumber	sceneTitle	staff_7_ambitus	staff_7_instrument	staff_8_ambitus	staff_8_instrument	staff_9_ambitus	staff_9_instrument	staff_10_ambitus	staff_10_instrument	staff_11_ambitus	staff_11_instrument	staff_12_ambitus	staff_12_instrument	staff_13_ambitus	staff_13_instrument	staff_14_ambitus	staff_14_instrument	staff_15_ambitus	staff_15_instrument	staff_16_ambitus	staff_16_instrument	staff_17_ambitus	staff_17_instrument	staff_18_ambitus	staff_18_instrument	staff_19_ambitus	staff_19_instrument	staff_20_ambitus	staff_20_instrument	staff_21_ambitus	staff_21_instrument	source.1	part_name_text
grieg_lyric_pieces	op57n03	1: 6/8, 21: 9/8, 22: 6/8, 25: 9/8, 26: 6/8, 50: 9/8, 51: 6/8, 54: 9/8, 55: 6/8	1: 0	67	67	207.0	67	67	207.0		747.75	819	438	0	0	186	a	2.3.0	Adrian Nagel (2.1.1), John Heilig (2.3.0)	Adrian Nagel	1890	1893.0	Edvard Grieg	Lyric Pieces	3	Illusjon	Op. 57					2018-10-11	3.02	Microsoft Windows			Lyric Pieces, Op. 57		Edvard Grieg	3.6.2	2.2.1	MS3	MS3/op57n03.mscx	0	26-76 (D1-E5)		xml	28-76 (E1-E5)	Midi_1	26-66 (D1-F#4)	Midi_1					OxfordMusicOnline		https://www.wikidata.org/wiki/Q2304758	https://musicbrainz.org/work/33edb8fc-ffd4-3b35-b77a-1d5ca6fd579a		https://imslp.org/wiki/Lyric_Pieces,_Op.57_(Grieg,_Edvard)	https://imslp.eu/files/imglnks/euimg/c/c5/IMSLP211942-PMLP01781-Grieg,_Edvard-Samlede_Verker_Peters_Band_1_06_Op_57_scan.pdf#page=11	Tom Schreyer		3. Illusjon																																																					
grieg_lyric_pieces	op57n04	1: 4/4, 38: 3/4, 39: 4/4, 77: 3/4, 78: 4/4	1: 1	93	92	367.5	93	92	367.5		1243.5	1064	489	0	0	116	G	2.3.0	Adrian Nagel (2.1.1), John Heilig (2.3.0)	Adrian Nagel	1890	1893.0	Edvard Grieg	Lyric Pieces	4	Geheimniss	Op. 57					2018-10-11	3.02	Microsoft Windows			Lyric Pieces, Op. 57		Edvard Grieg	3.6.2	2.2.1	MS3	MS3/op57n04.mscx	0	27-93 (D#1-A6)		xml	46-93 (A#2-A6)	Midi_1	27-81 (D#1-A5)	Midi_1					OxfordMusicOnline		https://www.wikidata.org/wiki/Q2304758	https://musicbrainz.org/work/e12d29d4-816d-38d4-b407-df90f05bce27		https://imslp.org/wiki/Lyric_Pieces,_Op.57_(Grieg,_Edvard)	https://imslp.eu/files/imglnks/euimg/c/c5/IMSLP211942-PMLP01781-Grieg,_Edvard-Samlede_Verker_Peters_Band_1_06_Op_57_scan.pdf#page=15	Tom Schreyer		4. Geheimniss																																																					
grieg_lyric_pieces	op57n05	1: 3/4	1: 0	169	169	507.0	169	169	507.0		1254.5	1726	737	0	0	202	C	2.3.0	Adrian Nagel (2.1.1), John Heilig (2.3.0)	Adrian Nagel	1890	1893.0	Edvard Grieg	Lyric Pieces	5	Sie tanzt	Op. 57					2018-10-11	3.02	Microsoft Windows			Lyric Pieces, Op. 57		Edvard Grieg	3.6.2	2.2.1	MS3	MS3/op57n05.mscx	0	24-96 (C1-C7)		xml	52-96 (E3-C7)	Midi_1	24-74 (C1-D5)	Midi_1					OxfordMusicOnline		https://www.wikidata.org/wiki/Q2304758	https://musicbrainz.org/work/f7b0ff01-f991-30fe-a888-50a38a493b4d		https://imslp.org/wiki/Lyric_Pieces,_Op.57_(Grieg,_Edvard)	https://imslp.eu/files/imglnks/euimg/c/c5/IMSLP211942-PMLP01781-Grieg,_Edvard-Samlede_Verker_Peters_Band_1_06_Op_57_scan.pdf#page=20	Tom Schreyer		5. Sie tanzt																																																					
grieg_lyric_pieces	op57n06	1: 3/4	1: 1, 29: 4, 70: 1	96	95	286.0	96	95	286.0		990.0	1033	617	0	0	156	e	2.3.0	Adrian Nagel (2.1.1), John Heilig (2.3.0)	Adrian Nagel	1890	1893.0	Edvard Grieg	Lyric Pieces	6	Heimweh	Op. 57					2018-10-11	3.02	Microsoft Windows			Lyric Pieces, Op. 57		Edvard Grieg	3.6.2	2.2.1	MS3	MS3/op57n06.mscx	0	28-96 (E1-B#6)		xml	52-96 (E3-B#6)	Midi_1	28-80 (E1-G#5)	Midi_1					OxfordMusicOnline		https://www.wikidata.org/wiki/Q2304758	https://musicbrainz.org/work/3417b33b-bc37-3eed-85e2-c8ae7ec8ee08		https://imslp.org/wiki/Lyric_Pieces,_Op.57_(Grieg,_Edvard)	https://imslp.eu/files/imglnks/euimg/c/c5/IMSLP211942-PMLP01781-Grieg,_Edvard-Samlede_Verker_Peters_Band_1_06_Op_57_scan.pdf#page=24	Tom Schreyer		6. Heimweh																																																					
grieg_lyric_pieces	op62n01	1: 3/4, 27: 4/4, 31: 3/4, 34: 4/4, 39: 2/4, 40: 4/4, 41: 2/4, 42: 3/4	1: 2	91	90	278.25	91	90	278.25		537.75	709	384	0	0	72	b	2.3.0	Adrian Nagel (2.1.1), John Heilig (2.3.0)	Adrian Nagel	1893	1895.0	Edvard Grieg	Lyric Pieces	1	Sylfide	Op. 62					2018-10-11	3.02	Microsoft Windows			Lyric Pieces, Op. 62		Edvard Grieg	3.6.2	2.2.1	MS3	MS3/op62n01.mscx	0	28-95 (E1-B6)	Error in original score: starting from 31, all numbers are one too low	xml	48-95 (C3-B6)	Midi_1	28-91 (E1-G6)	Midi_1					OxfordMusicOnline		https://www.wikidata.org/wiki/Q2304758	https://musicbrainz.org/work/c967d709-c1d0-3f5b-9771-d798a8380ac5		https://imslp.org/wiki/Lyric_Pieces,_Op.62_(Grieg,_Edvard)	https://imslp.eu/files/imglnks/euimg/4/46/IMSLP211948-PMLP01782-Grieg,_Edvard-Samlede_Verker_Peters_Band_1_07_Op_62_scan.pdf#page=1	Tom Schreyer		1. Sylfide																																																					
grieg_lyric_pieces	op62n02	1: 4/4	1: 1	82	81	325.0	82	81	325.0		1354.0	870	373	0	0	163	G	2.3.0	Adrian Nagel (2.1.1), John Heilig (2.3.0)	Adrian Nagel	1893	1895.0	Edvard Grieg	Lyric Pieces	2	Takk	Op. 62					2018-10-11	3.02	Microsoft Windows			Lyric Pieces, Op. 62		Edvard Grieg	3.6.2	2.2.1	MS3	MS3/op62n02.mscx	0	26-88 (D1-E6)		xml	54-88 (F#3-E6)	Midi_1	26-71 (D1-B4)	Midi_1					OxfordMusicOnline		https://www.wikidata.org/wiki/Q2304758	https://musicbrainz.org/work/5d56d681-11c3-3576-bd55-90fba35ff35f		https://imslp.org/wiki/Lyric_Pieces,_Op.62_(Grieg,_Edvard)	https://imslp.eu/files/imglnks/euimg/4/46/IMSLP211948-PMLP01782-Grieg,_Edvard-Samlede_Verker_Peters_Band_1_07_Op_62_scan.pdf#page=5	Tom Schreyer		2. Takk																																																					
grieg_lyric_pieces	op62n03	1: 4/4	1: 3	65	65	260.0	65	65	260.0		817.5	1034	461	0	0	95	A	2.3.0	Adrian Nagel (2.1.1), John Heilig (2.3.0)	Adrian Nagel	1893	1895.0	Edvard Grieg	Lyric Pieces	3	Fransk serenade	Op. 62					2018-10-11	3.02	Microsoft Windows			Lyric Pieces, Op. 62		Edvard Grieg	3.6.2	2.2.1	MS3	MS3/op62n03.mscx	0	33-93 (A1-A6)		cap	49-93 (C#3-A6)	unbenannt	33-76 (A1-E5)	unbenannt					OxfordMusicOnline		https://www.wikidata.org/wiki/Q2304758	https://musicbrainz.org/work/254166e1-4a98-3229-a115-11c429bc5e91		https://imslp.org/wiki/Lyric_Pieces,_Op.62_(Grieg,_Edvard)	https://imslp.eu/files/imglnks/euimg/4/46/IMSLP211948-PMLP01782-Grieg,_Edvard-Samlede_Verker_Peters_Band_1_07_Op_62_scan.pdf#page=9	Tom Schreyer		3. Fransk serenade																																																					
grieg_lyric_pieces	op62n04	1: 3/4, 69: 2/4, 74: 3/4	1: 2	81	81	238.0	81	81	238.0		484.0	1503	775	0	0	97	b	2.3.0	Adrian Nagel (2.1.1), John Heilig (2.3.0)	Adrian Nagel	1893	1895.0	Edvard Grieg	Lyric Pieces	4	Bekken	Op. 62					2018-10-11	3.02	Microsoft Windows			Lyric Pieces, Op. 62		Edvard Grieg	3.6.2	2.2.1	MS3	MS3/op62n04.mscx	0	35-95 (B1-B6)		xml	46-95 (A#2-B6)	Midi_1	35-78 (B1-F#5)	Midi_1					OxfordMusicOnline		https://www.wikidata.org/wiki/Q2304758	https://musicbrainz.org/work/49a4aac7-ccef-3434-a930-9577785c73be		https://imslp.org/wiki/Lyric_Pieces,_Op.62_(Grieg,_Edvard)	https://imslp.eu/files/imglnks/euimg/4/46/IMSLP211948-PMLP01782-Grieg,_Edvard-Samlede_Verker_Peters_Band_1_07_Op_62_scan.pdf#page=13	Tom Schreyer		4. Bekken																																																					
grieg_lyric_pieces	op62n05	1: 6/8	1: 3	62	62	186.0	62	62	186.0		539.5	646	388	0	0	45	A	2.3.0	Adrian Nagel (2.1.1), John Heilig (2.3.0)	Adrian Nagel	1893	1895.0	Edvard Grieg	Lyric Pieces	5	Drommesyn	Op. 62					2018-10-11	3.02	Microsoft Windows			Lyric Pieces, Op. 62		Edvard Grieg	3.6.2	2.2.1	MS3	MS3/op62n05.mscx	0	33-93 (A1-A6)		xml	49-93 (C#3-A6)	Midi_1	33-85 (A1-C#6)	Midi_1					OxfordMusicOnline		https://www.wikidata.org/wiki/Q2304758	https://musicbrainz.org/work/0ece8637-e118-3c9e-ab02-1d8d1600e2b0		https://imslp.org/wiki/Lyric_Pieces,_Op.62_(Grieg,_Edvard)	https://imslp.eu/files/imglnks/euimg/4/46/IMSLP211948-PMLP01782-Grieg,_Edvard-Samlede_Verker_Peters_Band_1_07_Op_62_scan.pdf#page=18	Tom Schreyer		5. Drommesyn																																																					
grieg_lyric_pieces	op62n06	1: 2/4	1: 4, 53: 1, 97: 4	150	150	300.0	150	150	300.0		1125.5	1579	604	0	0	173	E	2.3.0	Adrian Nagel (2.1.1), John Heilig (2.3.0)	Adrian Nagel	1893	1895.0	Edvard Grieg	Lyric Pieces	6	Hjemad	Op. 62					2018-10-11	3.02	Microsoft Windows			Lyric Pieces, Op. 62		Edvard Grieg	3.6.2	2.2.1	MS3	MS3/op62n06.mscx	0	28-95 (E1-B6)		xml	47-95 (B2-B6)	Midi_1	28-83 (E1-B5)	Midi_1					OxfordMusicOnline		https://www.wikidata.org/wiki/Q2304758	https://musicbrainz.org/work/e0d3d169-f999-3a51-9db3-580419e4dc0b		https://imslp.org/wiki/Lyric_Pieces,_Op.62_(Grieg,_Edvard)	https://imslp.eu/files/imglnks/euimg/4/46/IMSLP211948-PMLP01782-Grieg,_Edvard-Samlede_Verker_Peters_Band_1_07_Op_62_scan.pdf#page=21	Tom Schreyer		6. Hjemad																																																					
grieg_lyric_pieces	op65n01	1: 3/4	1: -1, 59: 2, 107: -1	173	173	519.0	213	213	639.0		1591.5	2153	1139	0	0	203	d	2.3.0	Adrian Nagel (2.1.1), John Heilig (2.3.0)	Adrian Nagel	1896	1896.0	Edvard Grieg	Lyric Pieces	1	Fra ungdomsdagene	Op. 65					2018-10-11	3.02	Microsoft Windows	https://musescore.com/user/20116201/scores/3913986		Lyric Pieces, Op. 65		Edvard Grieg	3.6.2	2.2.1	MS3	MS3/op65n01.mscx	0	26-94 (D1-Bb6)		mxl	50-94 (D3-Bb6)	Piano	26-75 (D1-Eb5)	Piano					OxfordMusicOnline		https://www.wikidata.org/wiki/Q2304758	https://musicbrainz.org/work/940acb4c-16b9-3c0c-9358-b3485098b5dc		https://imslp.org/wiki/Lyric_Pieces,_Op.65_(Grieg,_Edvard)	https://imslp.eu/files/imglnks/euimg/4/46/IMSLP211952-PMLP01783-Grieg,_Edvard-Samlede_Verker_Peters_Band_1_08_Op_65_scan.pdf#page=1	Tom Schreyer		1. Fra ungdomsdagene																																																					
grieg_lyric_pieces	op65n02	1: 4/4	1: 3	27	26	105.0	27	26	105.0		424.5	448	156	0	0	128	A	2.3.0	Adrian Nagel (2.1.1), John Heilig (2.3.0)	Adrian Nagel	1896	1896.0	Edvard Grieg	Lyric Pieces	2	Bondens sang	Op. 65					2018-12-04	3.02	Linux			Lyric Pieces, Op. 65		Edvard Grieg	3.6.2	2.2.1	MS3	MS3/op65n02.mscx	0	33-93 (A1-A6)		xml	59-93 (B3-A6)	Piano (2)	33-69 (A1-A4)	Piano (2)					OxfordMusicOnline		https://www.wikidata.org/wiki/Q2304758	https://musicbrainz.org/work/1b954ef8-6384-397b-bbf2-5181ebd34105		https://imslp.org/wiki/Lyric_Pieces,_Op.65_(Grieg,_Edvard)	https://imslp.eu/files/imglnks/euimg/4/46/IMSLP211952-PMLP01783-Grieg,_Edvard-Samlede_Verker_Peters_Band_1_08_Op_65_scan.pdf#page=9	Tom Schreyer		2. Bondens sang																																																					
grieg_lyric_pieces	op65n03	1: 4/4	1: 2	58	58	232.0	58	58	232.0		720.5	943	467	0	0	87	b	2.3.0	Adrian Nagel (2.1.1), John Heilig (2.3.0)	Adrian Nagel	1896	1896.0	Edvard Grieg	Lyric Pieces	3	Tungsinn	Op. 65					2018-12-04	3.02	Linux			Lyric Pieces, Op. 65		Edvard Grieg	3.6.2	2.2.1	MS3	MS3/op65n03.mscx	0	23-97 (B0-C#7)		xml	47-97 (B2-C#7)	Piano (2)	23-74 (B0-D5)	Piano (2)					OxfordMusicOnline		https://www.wikidata.org/wiki/Q2304758	https://musicbrainz.org/work/7be0884b-a11f-3d34-bcc7-ebcbe3f1e166		https://imslp.org/wiki/Lyric_Pieces,_Op.65_(Grieg,_Edvard)	https://imslp.eu/files/imglnks/euimg/4/46/IMSLP211952-PMLP01783-Grieg,_Edvard-Samlede_Verker_Peters_Band_1_08_Op_65_scan.pdf#page=11	Tom Schreyer		3. Tungsinn																																																					
grieg_lyric_pieces	op65n04	1: 6/8	1: 3, 20: -4, 25: 3, 48: -4, 53: 3	71	71	213.0	71	71	213.0		695.0	926	460	0	0	112	A	2.3.0	Adrian Nagel (2.1.1), John Heilig (2.3.0)	Adrian Nagel	1896	1896.0	Edvard Grieg	Lyric Pieces	4	Salong	Op. 65					2018-10-11	3.02	Microsoft Windows			Lyric Pieces, Op. 65		Edvard Grieg	3.6.2	2.2.1	MS3	MS3/op65n04.mscx	0	39-85 (D#2-C#6)		xml	56-85 (G#3-C#6)	Midi_1	39-81 (D#2-A5)	Midi_1					OxfordMusicOnline		https://www.wikidata.org/wiki/Q2304758	https://musicbrainz.org/work/31245f01-487d-3db8-b79f-4233317aa200		https://imslp.org/wiki/Lyric_Pieces,_Op.65_(Grieg,_Edvard)	https://imslp.eu/files/imglnks/euimg/4/46/IMSLP211952-PMLP01783-Grieg,_Edvard-Samlede_Verker_Peters_Band_1_08_Op_65_scan.pdf#page=15	Tom Schreyer		4. Salong																																																					
grieg_lyric_pieces	op65n05	1: 2/2	1: -3	48	48	192.0	48	48	192.0		942.0	648	228	0	0	128	c	2.3.0	Adrian Nagel (2.1.1), John Heilig (2.3.0)	Adrian Nagel	1896	1896.0	Edvard Grieg	Lyric Pieces	5	I balladetone	Op. 65					2018-12-04	3.02	Linux			Lyric Pieces, Op. 65		Edvard Grieg	3.6.2	2.2.1	MS3	MS3/op65n05.mscx	0	24-70 (C1-Bb4)		xml	48-70 (C3-Bb4)	Piano (2)	24-63 (C1-Eb4)	Piano (2)					OxfordMusicOnline		https://www.wikidata.org/wiki/Q2304758	https://musicbrainz.org/work/014fa0ea-22e4-310c-b234-e170b00f109c		https://imslp.org/wiki/Lyric_Pieces,_Op.65_(Grieg,_Edvard)	https://imslp.eu/files/imglnks/euimg/4/46/IMSLP211952-PMLP01783-Grieg,_Edvard-Samlede_Verker_Peters_Band_1_08_Op_65_scan.pdf#page=19	Tom Schreyer		5. I balladetone																																																					
grieg_lyric_pieces	op65n06	1: 4/4, 57: 2/4, 107: 4/4	1: 2, 57: 1, 107: 2	179	179	616.0	211	211	680.0		2389.75	3668	1424	0	0	222	D	2.3.0	Adrian Nagel (2.1.1), John Heilig (2.3.0)	Adrian Nagel	1896	1896.0	Edvard Grieg	Lyric Pieces	6	Bryllupsdag pa Troldhaugen	Op. 65					2018-12-07	3.02	Linux	https://musescore.com/score/118616		Lyric Pieces, Op. 65		Edvard Grieg	3.6.2	2.2.1	MS3	MS3/op65n06.mscx	0	26-95 (D1-B6)			31-95 (G1-B6)	Piano	26-93 (D1-A6)	Piano					OxfordMusicOnline		https://www.wikidata.org/wiki/Q2304758	https://musicbrainz.org/work/4d58b9e2-02ed-3ef1-b916-40aa74935551		https://imslp.org/wiki/Lyric_Pieces,_Op.65_(Grieg,_Edvard)	https://imslp.eu/files/imglnks/euimg/4/46/IMSLP211952-PMLP01783-Grieg,_Edvard-Samlede_Verker_Peters_Band_1_08_Op_65_scan.pdf#page=22	Tom Schreyer		6. Bryllupsdag pa Troldhaugen																																																					
grieg_lyric_pieces	op68n01	1: 2/2	1: 0	56	56	224.0	56	56	224.0		934.0	710	208	0	0	156	C	2.3.0	Adrian Nagel (2.1.1), John Heilig (2.3.0)	Adrian Nagel	1897	1899.0	Edvard Grieg	Lyric Pieces	1	Matrosenes oppsang	Op. 68					2018-10-11	3.02	Microsoft Windows			Lyric Pieces, Op. 68		Edvard Grieg	3.6.2	2.2.1	MS3	MS3/op68n01.mscx	0	24-74 (C1-D5)		xml	48-74 (C3-D5)	Midi_1	24-64 (C1-E4)	Midi_1					OxfordMusicOnline		https://www.wikidata.org/wiki/Q2304758	https://musicbrainz.org/work/cf50a6c4-33ff-38ee-b471-c9e40d24b02c		https://imslp.org/wiki/Lyric_Pieces,_Op.68_(Grieg,_Edvard)	https://imslp.eu/files/imglnks/euimg/2/21/IMSLP211953-PMLP01784-Grieg,_Edvard-Samlede_Verker_Peters_Band_1_09_Op_68_scan.pdf#page=1	Tom Schreyer		1. Matrosenes oppsang																																																					
grieg_lyric_pieces	op68n02	1: 3/4	1: 1	88	88	264.0	88	88	264.0		658.0	888	388	0	0	186	G	2.3.0	Adrian Nagel (2.1.1), John Heilig (2.3.0)	Adrian Nagel	1897	1899.0	Edvard Grieg	Lyric Pieces	2	Bestemors menuet	Op. 68					2018-10-11	3.02	Microsoft Windows			Lyric Pieces, Op. 68		Edvard Grieg	3.6.2	2.2.1	MS3	MS3/op68n02.mscx	0	31-90 (G1-F#6)		xml	59-90 (B3-F#6)	Midi_1	31-79 (G1-G5)	Midi_1					OxfordMusicOnline		https://www.wikidata.org/wiki/Q2304758	https://musicbrainz.org/work/3eeba41c-eed8-3809-aa2d-45807cecc1bb		https://imslp.org/wiki/Lyric_Pieces,_Op.68_(Grieg,_Edvard)	https://imslp.eu/files/imglnks/euimg/2/21/IMSLP211953-PMLP01784-Grieg,_Edvard-Samlede_Verker_Peters_Band_1_09_Op_68_scan.pdf#page=3	Tom Schreyer		2. Bestemors menuet																																																					
grieg_lyric_pieces	op68n03	1: 2/4	1: 2, 63: -5, 83: 2	114	114	228.0	114	114	228.0		793.5	775	418	0	0	134	D	2.3.0	Adrian Nagel (2.1.1), John Heilig (2.3.0)	Adrian Nagel	1897	1899.0	Edvard Grieg	Lyric Pieces	3	For dine fotter	Op. 68					2018-10-11	3.02	Microsoft Windows			Lyric Pieces, Op. 68		Edvard Grieg	3.6.2	2.2.1	MS3	MS3/op68n03.mscx	0	30-93 (F#1-A6)		xml	46-93 (Bb2-A6)	Midi_1	30-76 (F#1-E5)	Midi_1					OxfordMusicOnline		https://www.wikidata.org/wiki/Q2304758	https://musicbrainz.org/work/85114dec-a93d-36a7-a2bb-baa466debf6d		https://imslp.org/wiki/Lyric_Pieces,_Op.68_(Grieg,_Edvard)	https://imslp.eu/files/imglnks/euimg/2/21/IMSLP211953-PMLP01784-Grieg,_Edvard-Samlede_Verker_Peters_Band_1_09_Op_68_scan.pdf#page=7	Tom Schreyer		3. For dine fotter																																																					
grieg_lyric_pieces	op68n04	1: 2/4	1: 1	90	90	180.0	90	90	180.0		509.0	393	264	0	0	85	e	2.3.0	Adrian Nagel (2.1.1), John Heilig (2.3.0)	Adrian Nagel	1897	1899.0	Edvard Grieg	Lyric Pieces	4	Aften pa hojfjellet	Op. 68					2018-10-11	3.02	Microsoft Windows			Lyric Pieces, Op. 68		Edvard Grieg	3.6.2	2.2.1	MS3	MS3/op68n04.mscx	0	28-83 (E1-B5)		xml	52-83 (E3-B5)	Midi_1	28-64 (E1-E4)	Midi_1					OxfordMusicOnline		https://www.wikidata.org/wiki/Q2304758	https://musicbrainz.org/work/8ba972be-ac44-30fa-942d-f6b1f3ec45e4		https://imslp.org/wiki/Lyric_Pieces,_Op.68_(Grieg,_Edvard)	https://imslp.eu/files/imglnks/euimg/2/21/IMSLP211953-PMLP01784-Grieg,_Edvard-Samlede_Verker_Peters_Band_1_09_Op_68_scan.pdf#page=11	Tom Schreyer		4. Aften pa hojfjellet																																																					
grieg_lyric_pieces	op68n05	1: 4/4	1: 4	44	43	176.0	51	51	204.0	[[[8], [9]]]	671.0	543	211	0	0	95	E	2.3.0	Adrian Nagel (2.1.1), John Heilig (2.3.0)	Adrian Nagel	1897	1899.0	Edvard Grieg	Lyric Pieces	5	Badnlat	Op. 68					2018-10-11	3.02	Microsoft Windows			Lyric Pieces, Op. 68		Edvard Grieg	3.6.2	2.2.1	MS3	MS3/op68n05.mscx	0	30-91 (F#1-G6)		xml	56-91 (G#3-G6)	Midi_1	30-76 (F#1-E5)	Midi_1					OxfordMusicOnline		https://www.wikidata.org/wiki/Q2304758	https://musicbrainz.org/work/dc516557-6e2b-328f-8f76-c4288ed652c7		https://imslp.org/wiki/Lyric_Pieces,_Op.68_(Grieg,_Edvard)	https://imslp.eu/files/imglnks/euimg/2/21/IMSLP211953-PMLP01784-Grieg,_Edvard-Samlede_Verker_Peters_Band_1_09_Op_68_scan.pdf#page=13	Tom Schreyer		5. Badnlat																																																					
grieg_lyric_pieces	op68n06	1: 3/4	1: -2	202	202	606.0	202	202	606.0		2359.0	1829	665	0	0	200	g	2.3.0	Adrian Nagel (2.1.1), John Heilig (2.3.0)	Adrian Nagel	1897	1899.0	Edvard Grieg	Lyric Pieces	6	Valse melancolique	Op. 68					2018-10-11	3.02	Microsoft Windows			Lyric Pieces, Op. 68		Edvard Grieg	3.6.2	2.2.1	MS3	MS3/op68n06.mscx	0	31-91 (G1-G6)	Original score counts anacrusis as measure 1	xml	43-91 (G2-G6)	Midi_1	31-82 (G1-Bb5)	Midi_1					OxfordMusicOnline		https://www.wikidata.org/wiki/Q2304758	https://musicbrainz.org/work/701e88c6-b9c0-3105-a487-9fe2f284aa1e		https://imslp.org/wiki/Lyric_Pieces,_Op.68_(Grieg,_Edvard)	https://imslp.eu/files/imglnks/euimg/2/21/IMSLP211953-PMLP01784-Grieg,_Edvard-Samlede_Verker_Peters_Band_1_09_Op_68_scan.pdf#page=15	Tom Schreyer		6. Valse melancolique																																																					
grieg_lyric_pieces	op71n01	1: 4/4, 20: 3/4, 81: 2/4, 82: 4/4	1: 1, 20: 4, 38: -5, 62: 4, 81: 1	98	95	320.0	150	147	481.0	[[[18], [19]]]	1194.5	1056	447	0	0	180	e	2.3.0	Adrian Nagel (2.1.1), John Heilig (2.3.0)	Adrian Nagel	1901	1901.0	Edvard Grieg	Lyric Pieces	1	Det var engang	Op. 71					2018-10-11	3.02	Microsoft Windows			Lyric Pieces, Op. 71		Edvard Grieg	3.6.2	2.2.1	MS3	MS3/op71n01.mscx	0	28-95 (E1-B6)		xml	49-95 (C#3-B6)	Midi_1	28-81 (E1-A5)	Midi_1					OxfordMusicOnline		https://www.wikidata.org/wiki/Q2304758	https://musicbrainz.org/work/8bb9392d-bdc1-3e26-b948-ae113f66b1d7		https://imslp.org/wiki/Lyric_Pieces,_Op.71_(Grieg,_Edvard)	https://imslp.eu/files/imglnks/euimg/6/60/IMSLP211956-PMLP01785-Grieg,_Edvard-Samlede_Verker_Peters_Band_1_10_Op_71_scan.pdf#page=1	Tom Schreyer		1. Det var engang																																																					
grieg_lyric_pieces	op71n02	1: 3/4	1: -5	54	54	162.0	54	54	162.0		630.5	583	279	0	0	107	Db	2.3.0	Adrian Nagel (2.1.1), John Heilig (2.3.0)	Adrian Nagel	1901	1901.0	Edvard Grieg	Lyric Pieces	2	Sommeraften	Op. 71					2018-10-11	3.02	Microsoft Windows			Lyric Pieces, Op. 71		Edvard Grieg	3.6.2	2.2.1	MS3	MS3/op71n02.mscx	0	25-91 (Db1-G6)		xml	53-91 (F3-G6)	Midi_1	25-74 (Db1-D5)	Midi_1					OxfordMusicOnline		https://www.wikidata.org/wiki/Q2304758	https://musicbrainz.org/work/c9bba67a-2709-3342-9f76-10f936541615		https://imslp.org/wiki/Lyric_Pieces,_Op.71_(Grieg,_Edvard)	https://imslp.eu/files/imglnks/euimg/6/60/IMSLP211956-PMLP01785-Grieg,_Edvard-Samlede_Verker_Peters_Band_1_10_Op_71_scan.pdf#page=5	Tom Schreyer		2. Sommeraften																																																					
grieg_lyric_pieces	op71n03	1: 2/2	1: -6	80	79	315.0	140	138	551.0		847.0	821	357	0	0	72	eb	2.3.0	Adrian Nagel (2.1.1), John Heilig (2.3.0)	Adrian Nagel	1901	1901.0	Edvard Grieg	Lyric Pieces	3	Smatroll	Op. 71					2018-10-11	3.02	Microsoft Windows			Lyric Pieces, Op. 71		Edvard Grieg	3.6.2	2.2.1	MS3	MS3/op71n03.mscx	0	32-90 (Ab1-Gb6)		xml	47-90 (Cb3-Gb6)	Midi_1	32-78 (Ab1-Gb5)	Midi_1					OxfordMusicOnline		https://www.wikidata.org/wiki/Q2304758	https://musicbrainz.org/work/33514260-3a34-3c4c-b5f5-bfbdd48d6545		https://imslp.org/wiki/Lyric_Pieces,_Op.71_(Grieg,_Edvard)	https://imslp.eu/files/imglnks/euimg/6/60/IMSLP211956-PMLP01785-Grieg,_Edvard-Samlede_Verker_Peters_Band_1_10_Op_71_scan.pdf#page=7	Tom Schreyer		3. Smatroll																																																					
